asset_id,filename,category,final_score,stage3_delta,source_path,media_type,route_class,route,routing_score,current_quality,post_edit_potential,expected_gain,recoverability,aesthetic_potential,stock_potential,portfolio_potential,legal_readiness,uniqueness,confidence,genre,concepts,description,unrecoverable,partially_fixable,fixable,edit_recipe,marketplaces,legal_warnings,cluster_id,cluster_size,best_in_cluster,megapixels,duration,provenance,proposed_action,completed_action,status,error
3ac63c6bf67f5735,P1019380.JPG,GOOD_PERSONAL,55,-7,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019380.JPG,photo,review,editorial,64,67,74,7,78,60,31,63,55,100,87,street,,Raise face selectively and reduce excessive sky,,,color_cast: channel means 91/100/115,"Adjust exposure: +0.3 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 0.8° clockwise | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019380.JPG,1,True,24.0,0.0,camera_original,hold_for_review,,ok,
9736e50457d36434,P1019381.JPG,GOOD_PERSONAL,60,-9,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019381.JPG,photo,review,editorial,69,69,76,7,78,71,36,73,55,100,87,street,,Brighten face and crop intruding figure at left,,,color_cast: channel means 88/96/107,"Adjust exposure: +0.3 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 5.2° clockwise | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019381.JPG,1,True,24.0,0.0,camera_original,hold_for_review,,ok,
daf4189a22a7aa8f,P1019382.JPG,GOOD_PERSONAL,62,-10,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019382.JPG,photo,review,editorial,70,70,76,6,78,70,44,71,55,100,87,portrait,,Lift subject exposure and preserve environmental context,,,color_cast: channel means 90/99/112,"Adjust exposure: +0.3 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 3.2° clockwise | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019382.JPG,1,True,24.0,0.0,camera_original,hold_for_review,,ok,
f598c7c6dd85b3cd,P1019383.JPG,GOOD_PERSONAL,61,-3,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019383.JPG,photo,review,editorial,67,64,74,10,78,80,29,84,55,71,87,portrait,,Brighten face and crop slightly from right and bottom,,,color_cast: channel means 84/94/109,"Adjust exposure: +0.3 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 7.2° clockwise | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019383.JPG,3,True,24.0,0.0,camera_original,hold_for_review,,ok,
b0a2c865e63b7118,P1019384.JPG,GOOD_PERSONAL,59,1,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019384.JPG,photo,review,editorial,63,64,74,10,78,69,24,75,55,71,87,portrait,,Raise subject shadows and tighten crop around leftward gaze,,,color_cast: channel means 84/94/109,"Adjust exposure: +0.3 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 6.2° clockwise | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019383.JPG,3,False,24.0,0.0,camera_original,hold_for_review,,ok,
44b7bbfb5abae3b4,P1019385.JPG,GOOD_PERSONAL,60,5,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019385.JPG,photo,review,editorial,60,63,73,10,78,64,22,71,55,71,87,portrait,,Recover dark clothing and crop empty lower foreground,,,color_cast: channel means 85/94/111,"Adjust exposure: +0.3 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 2.2° clockwise | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019383.JPG,3,False,24.0,0.0,camera_original,hold_for_review,,ok,
d0fcb0e001442189,P1019386.JPG,GOOD_PERSONAL,64,-6,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019386.JPG,photo,review,editorial,71,72,78,6,78,81,28,83,55,100,87,portrait,,Lift face and remove partial passerby at left,,,color_cast: channel means 89/98/110,"Adjust exposure: +0.3 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 0.8° clockwise | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019386.JPG,1,True,24.0,0.0,camera_original,hold_for_review,,ok,
9839c4b93394468d,P1019387.JPG,GOOD_STOCK,61,-12,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019387.JPG,photo,stock_strong,commercial,71,87,88,1,78,44,74,46,100,79,92,architecture,,Crop intrusive pole and emphasize garden path and house,,,mild_noise: sigma 7.2,"Adjust exposure: +0.2 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Apply luminance denoise: restrained | Do not apply aggressive sharpening: halos cost more than they buy",123RF; Adobe Stock; Alamy; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,,P1019388.JPG,2,False,24.0,0.0,camera_original,keep_in_place,,ok,
4719676928f11af3,P1019388.JPG,GOOD_STOCK,60,-18,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019388.JPG,photo,stock_strong,commercial,76,87,88,1,78,54,83,55,100,79,92,architecture,,Crop left pole and foreground box for cleaner garden view,,,mild_noise: sigma 7.2,"Adjust exposure: +0.2 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Apply luminance denoise: restrained | Do not apply aggressive sharpening: halos cost more than they buy",123RF; Adobe Stock; Alamy; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,,P1019388.JPG,2,True,24.0,0.0,camera_original,keep_in_place,,ok,
64d83587a20cd8b1,P1019389.JPG,GOOD_PERSONAL,71,-8,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019389.JPG,photo,stock_standard,editorial,72,87,89,2,78,63,63,62,55,71,92,architecture,,Refine contrast and crop foreground machinery slightly,,,mild_noise: sigma 3.6,"Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Apply luminance denoise: restrained | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019389.JPG,3,True,24.0,0.0,camera_original,keep_in_place,,ok,
de86098529959181,P1019390.JPG,GOOD_STOCK,64,-9,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019390.JPG,photo,duplicate_candidate,commercial,61,71,79,8,78,47,73,47,100,3,92,architecture,,Lift shadows and crop foreground clutter.,,weaker_duplicate: a sharper frame exists in cluster P1019389.JPG (quality 16 points higher),,"Adjust exposure: +0.3 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 6.8° clockwise | Do not apply aggressive sharpening: halos cost more than they buy",123RF; Adobe Stock; Alamy; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,,P1019389.JPG,3,False,24.0,0.0,camera_original,compare_by_hand,,ok,
29f23147e849e2f9,P1019391.JPG,GOOD_STOCK,65,-13,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019391.JPG,photo,duplicate_candidate,commercial,66,77,82,5,78,55,81,55,100,3,92,architecture,,Lift shadows; retain waterwheel and village context.,,weaker_duplicate: a sharper frame exists in cluster P1019389.JPG (quality 10 points higher),,"Adjust exposure: +0.2 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Do not apply aggressive sharpening: halos cost more than they buy",123RF; Adobe Stock; Alamy; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,,P1019389.JPG,3,False,24.0,0.0,camera_original,compare_by_hand,,ok,
a372c84182338c6a,P1019392.JPG,GOOD_STOCK,58,0,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019392.JPG,photo,stock_strong,commercial,63,59,67,8,78,29,78,33,100,100,92,landscape,,Crop tighter around reflective pond and moss.,,,underexposed: mean luma 67; mild_noise: sigma 6.8,"Adjust exposure: +0.8 EV | Correct white balance: neutralise the cast, damped | Straighten: rotate 5.8° anticlockwise | Apply luminance denoise: restrained | Do not apply aggressive sharpening: halos cost more than they buy",123RF; Adobe Stock; Alamy; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,,P1019392.JPG,1,True,24.0,0.0,camera_original,keep_in_place,,ok,
1bc8de7ca99f2a6a,P1019393.JPG,GOOD_PERSONAL,58,7,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019393.JPG,photo,review,editorial,57,56,64,8,78,48,31,53,55,100,92,portrait,,Lift face and crop below the hands.,,,underexposed: mean luma 63; mild_noise: sigma 6.6,"Adjust exposure: +0.9 EV | Correct white balance: neutralise the cast, damped | Straighten: rotate 7.2° anticlockwise | Apply luminance denoise: restrained | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019393.JPG,1,True,24.0,0.0,camera_original,hold_for_review,,ok,
e1f54b9c4a15f9ca,P1019394.JPG,GOOD_PERSONAL,60,0,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019394.JPG,photo,review,editorial,63,65,76,11,56,49,39,55,55,100,82,portrait,,Recover bright sky and strengthen subject separation.,,some_clipped_highlights: 7.3%; heavy_noise: sigma 9.9,color_cast: channel means 104/102/87,"Adjust exposure: +0.2 EV | Correct white balance: neutralise the cast, damped | Straighten: rotate 4.8° clockwise | Apply luminance denoise: restrained | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019394.JPG,1,True,24.0,0.0,camera_original,hold_for_review,,ok,
55c6fe3df0d599b4,P1019395.JPG,GOOD_STOCK,69,-3,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019395.JPG,photo,stock_strong,commercial,75,70,77,7,78,53,86,55,100,100,87,landscape,,Open foreground shadows and clarify the mountain.,,,color_cast: channel means 96/106/115,"Adjust exposure: +0.2 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 5.2° anticlockwise | Do not apply aggressive sharpening: halos cost more than they buy",123RF; Adobe Stock; Alamy; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,,P1019395.JPG,1,True,24.0,0.0,camera_original,keep_in_place,,ok,
fdbb0848d64a11c8,P1019396.JPG,GOOD_PERSONAL,65,-2,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019396.JPG,photo,review,editorial,69,75,79,4,78,65,44,70,55,100,92,portrait,,Lift face while preserving mountain and cloud detail.,,,mild_noise: sigma 3.1,Adjust exposure: +0.4 EV | Recover highlights and lift shadows: moderate | Straighten: rotate 3.8° anticlockwise | Apply luminance denoise: restrained | Do not apply aggressive sharpening: halos cost more than they buy,Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019396.JPG,1,True,24.0,0.0,camera_original,hold_for_review,,ok,
6ff3d6e2066ed3ba,P1019397.JPG,GOOD_PERSONAL,63,2,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019397.JPG,photo,review,editorial,70,80,85,5,78,66,32,75,55,100,92,portrait,,"Crop decisively or emphasize the low, displaced portrait.",,,,"Adjust exposure: +0.2 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 1.8° anticlockwise | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019397.JPG,1,True,24.0,0.0,camera_original,hold_for_review,,ok,
d7d2f3431b0ee843,P1019399.JPG,GOOD_STOCK,71,-5,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019399.JPG,photo,stock_standard,commercial,80,58,73,15,78,85,64,85,100,100,87,street,,Lift silhouette slightly; preserve the graphic crossing.,,,color_cast: channel means 80/87/104,"Adjust exposure: +0.4 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Do not apply aggressive sharpening: halos cost more than they buy",123RF; Adobe Stock; Alamy; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,,P1019399.JPG,1,True,24.0,0.0,camera_original,keep_in_place,,ok,
0894da92a9dc580e,P1019400.JPG,WEAK,38,0,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019400.JPG,photo,duplicate_candidate,editorial,42,41,55,14,78,52,18,52,55,3,92,portrait,,Crop vehicle aggressively and brighten the face.,,weaker_duplicate: a sharper frame exists in cluster P1019401.JPG (quality 17 points higher),underexposed: mean luma 59; mild_noise: sigma 3.8,"Adjust exposure: +1.0 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Apply luminance denoise: restrained | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019401.JPG,2,False,24.0,0.0,camera_original,compare_by_hand,,ok,
83ed13f01fcb16ab,P1019401.JPG,WEAK,38,0,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019401.JPG,photo,review,editorial,53,59,70,11,78,41,27,42,55,80,92,portrait,,Reduce vehicle dominance and control background activity.,,,mild_noise: sigma 4.5,"Adjust exposure: +0.6 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 0.8° clockwise | Apply luminance denoise: restrained | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019401.JPG,2,True,24.0,0.0,camera_original,hold_for_review,,ok,
5ca42b3f798bb5a7,P1019402.JPG,GOOD_PERSONAL,63,-10,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019402.JPG,photo,review,editorial,67,58,68,10,78,84,25,81,55,100,92,reportage,,Balance face exposure while retaining shrine context.,,,mild_noise: sigma 6.8,"Adjust exposure: +0.7 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Crop: 16:9 crop -- keep 84% of the frame (x 0-512, y 53-341 of the working image) | Straighten: rotate 1.8° anticlockwise | Apply luminance denoise: restrained | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019402.JPG,1,True,24.0,0.0,camera_original,hold_for_review,,ok,
2c18354a9f7bc862,P1019403.JPG,GOOD_PERSONAL,60,-12,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019403.JPG,photo,review,editorial,66,59,69,10,78,77,30,74,55,100,92,portrait,,Open facial shadows and preserve architectural context,,,mild_noise: sigma 6.9,"Adjust exposure: +0.7 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Crop: 16:9 crop -- keep 84% of the frame (x 0-512, y 53-341 of the working image) | Straighten: rotate 1.2° anticlockwise | Apply luminance denoise: restrained | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019403.JPG,1,True,24.0,0.0,camera_original,hold_for_review,,ok,
b72e456e93b6c5ce,P1019404.JPG,GOOD_PERSONAL,62,-6,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019404.JPG,photo,review,editorial,69,60,71,11,78,86,22,85,55,100,92,portrait,,Crop tighter around downward gesture and shrine,,,mild_noise: sigma 5.7,"Adjust exposure: +0.6 EV | Correct white balance: neutralise the cast, damped | Apply luminance denoise: restrained | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019404.JPG,1,True,24.0,0.0,camera_original,hold_for_review,,ok,
72185a6a78a45508,P1019405.JPG,GOOD_STOCK,59,-11,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019405.JPG,photo,stock_strong,commercial,78,80,83,3,78,56,82,61,100,100,92,landscape,,Add local contrast and trim foreground branches,,,,"Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 4.2° anticlockwise | Do not apply aggressive sharpening: halos cost more than they buy",123RF; Adobe Stock; Alamy; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,,P1019405.JPG,1,True,24.0,0.0,camera_original,keep_in_place,,ok,
13e83009110f001f,P1019406.JPG,GOOD_STOCK,58,-10,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019406.JPG,photo,stock_strong,commercial,72,79,81,2,78,45,76,49,100,100,92,landscape,,Increase city separation and crop tangled foreground,,,,"Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 6.8° anticlockwise | Do not apply aggressive sharpening: halos cost more than they buy",123RF; Adobe Stock; Alamy; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,,P1019406.JPG,1,True,24.0,0.0,camera_original,keep_in_place,,ok,
ddee25b7e3d4825a,P1019407.JPG,GOOD_STOCK,65,-14,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019407.JPG,photo,stock_strong,commercial,83,83,85,2,78,70,87,71,100,100,87,landscape,,Balance sky and city with selective contrast,,,color_cast: channel means 106/112/125,"Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 3.2° anticlockwise | Do not apply aggressive sharpening: halos cost more than they buy",123RF; Adobe Stock; Alamy; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,,P1019407.JPG,1,True,24.0,0.0,camera_original,keep_in_place,,ok,
