filename,source_path,destination,route_class,route,routing_score,post_edit_potential,current_quality,expected_gain,confidence,genre,proposed_action,reason
P1019391.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019391.JPG,duplicate_review,duplicate_candidate,commercial,66,82,77,5,92,architecture,compare_by_hand,a sharper frame exists in this group (10 points higher); compare them by hand
P1019392.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019392.JPG,stock/strong,stock_strong,commercial,63,67,59,8,92,landscape,keep_in_place,stock potential 78 is strong
P1019393.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019393.JPG,manual_review,review,editorial,57,64,56,8,92,portrait,hold_for_review,"recoverable (64 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019394.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019394.JPG,manual_review,review,editorial,63,76,65,11,82,portrait,hold_for_review,"recoverable (76 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019395.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019395.JPG,stock/strong,stock_strong,commercial,75,77,70,7,87,landscape,keep_in_place,stock potential 86 is strong
P1019396.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019396.JPG,manual_review,review,editorial,69,79,75,4,92,portrait,hold_for_review,"recoverable (79 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019397.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019397.JPG,manual_review,review,editorial,70,85,80,5,92,portrait,hold_for_review,"recoverable (85 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019399.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019399.JPG,stock/standard,stock_standard,commercial,80,73,58,15,87,street,keep_in_place,stock potential 64 is usable after the suggested edit
P1019400.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019400.JPG,duplicate_review,duplicate_candidate,editorial,42,55,41,14,92,portrait,compare_by_hand,"a sharper frame exists in this group (17 points higher); compare them by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019401.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019401.JPG,manual_review,review,editorial,53,70,59,11,92,portrait,hold_for_review,"recoverable (70 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019402.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019402.JPG,manual_review,review,editorial,67,68,58,10,92,reportage,hold_for_review,"recoverable (68 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019403.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019403.JPG,manual_review,review,editorial,66,69,59,10,92,portrait,hold_for_review,"recoverable (69 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019404.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019404.JPG,manual_review,review,editorial,69,71,60,11,92,portrait,hold_for_review,"recoverable (71 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019405.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019405.JPG,stock/strong,stock_strong,commercial,78,83,80,3,92,landscape,keep_in_place,stock potential 82 is strong
P1019406.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019406.JPG,stock/strong,stock_strong,commercial,72,81,79,2,92,landscape,keep_in_place,stock potential 76 is strong
P1019407.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019407.JPG,stock/strong,stock_strong,commercial,83,85,83,2,87,landscape,keep_in_place,stock potential 87 is strong
P1019408.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019408.JPG,manual_review,review,editorial,65,74,72,2,92,portrait,hold_for_review,"recoverable (74 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019409.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019409.JPG,manual_review,review,editorial,64,75,73,2,92,portrait,hold_for_review,"recoverable (75 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019410.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019410.JPG,manual_review,review,editorial,56,76,74,2,92,portrait,hold_for_review,"recoverable (76 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019411.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019411.JPG,stock/standard,stock_standard,editorial,57,76,74,2,92,portrait,keep_in_place,"stock potential 45 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019412.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019412.JPG,stock/standard,stock_standard,editorial,72,78,74,4,92,portrait,keep_in_place,"stock potential 47 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019413.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019413.JPG,manual_review,review,editorial,73,82,80,2,92,portrait,hold_for_review,"recoverable (82 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019414.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019414.JPG,stock/standard,stock_standard,editorial,68,85,84,1,92,portrait,keep_in_place,"stock potential 57 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019415.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019415.JPG,stock/standard,stock_standard,editorial,69,85,84,1,92,portrait,keep_in_place,"stock potential 53 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019416.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019416.JPG,manual_review,review,editorial,61,88,87,1,92,portrait,hold_for_review,"recoverable (88 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019417.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019417.JPG,manual_review,review,editorial,56,85,84,1,92,portrait,hold_for_review,"recoverable (85 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019418.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019418.JPG,manual_review,review,editorial,58,83,82,1,92,portrait,hold_for_review,"recoverable (83 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019419.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019419.JPG,stock/standard,stock_standard,editorial,72,81,79,2,92,portrait,keep_in_place,"stock potential 54 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019420.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019420.JPG,stock/standard,stock_standard,editorial,69,80,79,1,92,portrait,keep_in_place,"stock potential 54 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019421.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019421.JPG,stock/strong,stock_strong,commercial,74,87,85,2,92,architecture,keep_in_place,stock potential 82 is strong
P1019422.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019422.JPG,stock/strong,stock_strong,commercial,76,88,86,2,92,architecture,keep_in_place,stock potential 90 is strong
P1019423.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019423.JPG,stock/strong,stock_strong,commercial,78,92,92,0,92,architecture,keep_in_place,stock potential 94 is strong
P1019424.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019424.JPG,stock/strong,stock_strong,commercial,79,90,90,0,92,architecture,keep_in_place,stock potential 88 is strong
P1019425.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019425.JPG,manual_review,review,editorial,69,81,77,4,87,portrait,hold_for_review,"recoverable (81 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019426.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019426.JPG,manual_review,review,editorial,74,82,80,2,87,portrait,hold_for_review,"recoverable (82 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019427.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019427.JPG,manual_review,review,editorial,69,85,82,3,87,portrait,hold_for_review,"recoverable (85 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019428.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019428.JPG,manual_review,review,editorial,71,82,79,3,87,portrait,hold_for_review,"recoverable (82 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019429.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019429.JPG,manual_review,review,editorial,75,81,77,4,87,portrait,hold_for_review,"recoverable (81 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019430.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019430.JPG,stock/standard,stock_standard,editorial,82,89,87,2,92,portrait,keep_in_place,"stock potential 62 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019431.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019431.JPG,stock/standard,stock_standard,editorial,81,92,90,2,92,portrait,keep_in_place,"stock potential 66 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019432.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019432.JPG,stock/standard,stock_standard,editorial,76,92,90,2,92,portrait,keep_in_place,"stock potential 60 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019433.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019433.JPG,manual_review,review,editorial,70,77,70,7,87,portrait,hold_for_review,"recoverable (77 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019434.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019434.JPG,manual_review,review,editorial,59,79,73,6,87,portrait,hold_for_review,"recoverable (79 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019435.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019435.JPG,stock/standard,stock_standard,editorial,66,84,82,2,92,portrait,keep_in_place,"stock potential 50 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019436.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019436.JPG,stock/standard,stock_standard,editorial,69,85,84,1,92,portrait,keep_in_place,"stock potential 46 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019437.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019437.JPG,stock/standard,stock_standard,editorial,70,85,84,1,92,portrait,keep_in_place,"stock potential 48 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019438.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019438.JPG,manual_review,review,editorial,68,85,83,2,92,portrait,hold_for_review,"recoverable (85 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019439.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019439.JPG,manual_review,review,editorial,72,85,83,2,87,portrait,hold_for_review,"recoverable (85 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019440.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019440.JPG,manual_review,review,editorial,72,84,82,2,87,portrait,hold_for_review,"recoverable (84 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019441.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019441.JPG,stock/standard,stock_standard,editorial,69,84,83,1,92,portrait,keep_in_place,"stock potential 55 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019442.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019442.JPG,stock/strong,stock_strong,commercial,81,93,93,0,92,architecture,keep_in_place,stock potential 94 is strong
P1019443.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019443.JPG,manual_review,review,editorial,69,91,86,5,92,architecture,hold_for_review,"recoverable (91 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019444.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019444.JPG,manual_review,review,editorial,75,86,77,9,92,portrait,hold_for_review,"recoverable (86 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019445.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019445.JPG,manual_review,review,editorial,62,82,75,7,92,portrait,hold_for_review,"recoverable (82 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019446.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019446.JPG,stock/strong,stock_strong,commercial,77,90,86,4,92,architecture,keep_in_place,stock potential 88 is strong
P1019447.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019447.JPG,stock/strong,stock_strong,commercial,78,94,89,5,87,architecture,keep_in_place,stock potential 95 is strong
P1019448.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019448.JPG,manual_review,review,editorial,72,91,86,5,92,architecture,hold_for_review,"recoverable (91 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019449.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019449.JPG,manual_review,review,editorial,67,92,87,5,92,architecture,hold_for_review,"recoverable (92 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019450.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019450.JPG,manual_review,review,editorial,62,92,87,5,92,architecture,hold_for_review,"recoverable (92 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019451.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019451.JPG,stock/standard,stock_standard,editorial,74,83,77,6,87,portrait,keep_in_place,"stock potential 46 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019452.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019452.JPG,stock/standard,stock_standard,editorial,73,81,75,6,87,portrait,keep_in_place,"stock potential 50 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019453.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019453.JPG,manual_review,review,editorial,60,82,76,6,87,portrait,hold_for_review,"recoverable (82 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019454.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019454.JPG,manual_review,review,editorial,74,87,81,6,87,reportage,hold_for_review,"recoverable (87 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019455.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019455.JPG,stock/strong,stock_strong,commercial,67,79,70,9,92,architecture,keep_in_place,stock potential 68 is strong
P1019456.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019456.JPG,stock/strong,stock_strong,commercial,69,81,74,7,87,architecture,keep_in_place,stock potential 79 is strong
P1019457.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019457.JPG,stock/strong,stock_strong,commercial,67,85,78,7,87,architecture,keep_in_place,stock potential 70 is strong
P1019458.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019458.JPG,manual_review,review,editorial,67,83,77,6,87,portrait,hold_for_review,"recoverable (83 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019459.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019459.JPG,manual_review,review,editorial,60,81,75,6,87,portrait,hold_for_review,"recoverable (81 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019460.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019460.JPG,manual_review,review,editorial,68,86,80,6,87,portrait,hold_for_review,"recoverable (86 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019461.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019461.JPG,manual_review,review,editorial,67,80,72,8,87,portrait,hold_for_review,"recoverable (80 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019462.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019462.JPG,manual_review,review,editorial,63,77,69,8,87,portrait,hold_for_review,"recoverable (77 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019464.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019464.JPG,stock/standard,stock_standard,commercial,61,63,46,17,87,landscape,keep_in_place,stock potential 65 is usable after the suggested edit
P1019465.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019465.JPG,stock/standard,stock_standard,commercial,55,51,31,20,87,landscape,keep_in_place,stock potential 66 is usable after the suggested edit
P1019466.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019466.JPG,stock/strong,stock_strong,commercial,88,83,80,3,92,landscape,keep_in_place,stock potential 87 is strong
P1019467.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019467.JPG,portfolio/flagship,flagship,commercial,87,84,82,2,92,architecture,keep_in_place,"portfolio potential 94 clears the absolute floor, ranks near the top of its genre, and the artistic read raises no objection"
P1019468.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019468.JPG,stock/strong,stock_strong,commercial,84,82,80,2,92,architecture,keep_in_place,stock potential 92 is strong
P1019469.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019469.JPG,stock/strong,stock_strong,commercial,81,82,80,2,92,architecture,keep_in_place,stock potential 91 is strong
P1019470.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019470.JPG,stock/strong,stock_strong,commercial,80,83,81,2,92,architecture,keep_in_place,stock potential 89 is strong
P1019471.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019471.JPG,duplicate_review,duplicate_candidate,commercial,77,80,75,5,87,architecture,compare_by_hand,a sharper frame exists in this group (7 points higher); compare them by hand
P1019472.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019472.JPG,stock/standard,stock_standard,commercial,66,68,49,19,87,architecture,keep_in_place,stock potential 45 is usable after the suggested edit
P1019473.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019473.JPG,stock/strong,stock_strong,commercial,68,65,44,21,87,architecture,keep_in_place,stock potential 74 is strong
P1019474.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019474.JPG,stock/strong,stock_strong,commercial,71,65,43,22,87,architecture,keep_in_place,stock potential 78 is strong
P1019475.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019475.JPG,stock/strong,stock_strong,commercial,68,64,43,21,87,architecture,keep_in_place,stock potential 75 is strong
P1019476.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019476.JPG,stock/strong,stock_strong,commercial,71,67,52,15,87,architecture,keep_in_place,stock potential 75 is strong
P1019477.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019477.JPG,stock/strong,stock_strong,commercial,66,66,52,14,87,architecture,keep_in_place,stock potential 77 is strong
P1019478.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019478.JPG,duplicate_review,duplicate_candidate,commercial,50,56,35,21,87,architecture,compare_by_hand,a sharper frame exists in this group (16 points higher); compare them by hand
P1019479.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019479.JPG,duplicate_review,duplicate_candidate,commercial,51,56,36,20,87,architecture,compare_by_hand,a sharper frame exists in this group (15 points higher); compare them by hand
P1019480.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019480.JPG,duplicate_review,duplicate_candidate,commercial,45,58,30,28,87,architecture,compare_by_hand,a sharper frame exists in this group (5 points higher); compare them by hand
P1019481.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019481.JPG,stock/standard,stock_standard,commercial,52,59,32,27,87,architecture,keep_in_place,stock potential 60 is usable after the suggested edit
P1019482.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019482.JPG,duplicate_review,duplicate_candidate,commercial,45,58,28,30,87,architecture,compare_by_hand,a sharper frame exists in this group (7 points higher); compare them by hand
P1019483.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019483.JPG,stock/standard,stock_standard,commercial,52,60,33,27,87,architecture,keep_in_place,stock potential 66 is usable after the suggested edit
